    Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll
02:23:23:03.802,61,0.0881312713,0.1657348573,0.0868829116,0.0,0.0,0.1188019291,0.0,0.0877538323,0.1656965166,0.0507785715,0.0,0.0,0.1187822446,0.0,0.0315845758,0.0,0.0171057284,0.0849263817,0.1035936102,0.0509489141,0.0919477642,0.004320262,0.0,0.1612766385,0.1749185473,0.0,0.0,0.0511331595,0.0529447794,0.0993598774,0.1035287678,0.0799563006,0.0372529961,0.1120484471,0.0603467748,0.0824694186,0.0758824646,0.1663259715,0.1649421304,0.0314093679,0.0324321613,0.3321287036,0.3312790692,0.1863350272,0.0,0.0,0.0303239096,0.1668216884,0.1659963578,0.1613300294,0.1674598753,0.0002512535,0.0310249869,-0.1153040007,0.1823374331
02:23:23:04.802,61,0.0846877396,0.1657505482,0.0867640227,0.0,0.0,0.118348673,0.0,0.0843260437,0.1657114029,0.0508585051,0.0,0.0,0.1183290258,0.0,0.0315407142,0.0,0.0172412135,0.0848879293,0.1038384363,0.0510323495,0.0917794704,0.0042693145,0.0,0.1617350876,0.1756811887,0.0,0.0,0.0509701669,0.0527521819,0.0996608883,0.1038365662,0.0796419233,0.0369789675,0.1118418127,0.0604450889,0.0821538493,0.0756153464,0.1663514525,0.1649331599,0.031736888,0.0327565707,0.3255780637,0.3247234821,0.1864046007,0.0,0.0,0.0301426612,0.1673962772,0.166617915,0.161053583,0.1671592891,0.0003114177,0.030769363,-0.1156936288,0.1832420379
02:23:23:05.802,61,0.0807127729,0.1659905016,0.0869098902,0.0,0.0,0.1178736389,0.0,0.0803642198,0.165952757,0.0507221743,0.0,0.0,0.1178541481,0.0,0.0314854383,0.0,0.0173438601,0.0847958848,0.1040456891,0.0511628352,0.0917290226,0.0042025954,0.0,0.1618175358,0.1761052608,0.0,0.0,0.0507085212,0.052457083,0.0998996943,0.1040583253,0.0793608502,0.0366723575,0.1117403582,0.0605980381,0.0819219723,0.0754299462,0.1662092209,0.1647743732,0.0320458263,0.0330675617,0.3225967288,0.3217410743,0.1864936501,0.0,0.0,0.0300332978,0.1679638624,0.1672585905,0.1609023958,0.1670080721,0.0003495164,0.0306354482,-0.1157056168,0.1838203818
02:23:23:06.802,61,0.0744971782,0.1663780063,0.0869045779,0.0,0.0,0.1173431352,0.0,0.0741589218,0.1663404554,0.0507526062,0.0,0.0,0.1173238456,0.0,0.0314391293,0.0,0.0174114518,0.0847908705,0.1043419391,0.0513175912,0.0917811245,0.0041678506,0.0,0.1617770493,0.1763520539,0.0,0.0,0.0504234135,0.0521350317,0.1001400575,0.1042698771,0.0791390911,0.036397256,0.1115880981,0.0606862791,0.0817107484,0.0752628222,0.1660434753,0.1645794809,0.0322917961,0.0333057791,0.3210502267,0.3201940656,0.1867783517,0.0,0.0,0.0299793743,0.168511942,0.1678703725,0.1608029008,0.1669079661,0.0003913794,0.0307196081,-0.1161967218,0.1842121929
02:23:23:07.802,61,0.0674136952,0.1667345315,0.0869045109,0.0,0.0,0.1167792901,0.0,0.0671020821,0.1666971743,0.0507785231,0.0,0.0,0.1167602763,0.0,0.0313821211,0.0,0.0174415298,0.0847978443,0.1046537906,0.0515145697,0.0918813348,0.0041234968,0.0,0.1618366838,0.1767244041,0.0,0.0,0.0501179807,0.0517973863,0.1003833637,0.1044730544,0.0788958445,0.0361258425,0.1113888845,0.0607458279,0.081455633,0.0750598162,0.1658638716,0.1643708497,0.0325187407,0.0335304029,0.3185288608,0.3176724613,0.1871437579,0.0,0.0,0.0299552791,0.1690547019,0.1684947759,0.1606636792,0.1667809784,0.0003956046,0.0305440109,-0.1167450175,0.1845163554
02:23:23:08.802,61,0.0631308928,0.1663992256,0.0868327543,0.0,0.0,0.1162692979,0.0,0.0628366172,0.1663612276,0.0507960059,0.0,0.0,0.1162505522,0.0,0.0312998593,0.0,0.0174457468,0.0847745687,0.1049404219,0.0516748875,0.0919889584,0.0040752646,0.0,0.1617249995,0.1769199818,0.0,0.0,0.0497980565,0.0514428243,0.1005873308,0.1046342701,0.0787047967,0.0358610563,0.1111862138,0.0607751645,0.0811838359,0.0748472512,0.1654940546,0.1639748663,0.0326796472,0.0336853638,0.3161969185,0.3153498173,0.1872978956,0.0,0.0,0.0299474113,0.1694899052,0.169011727,0.1605074704,0.1666392684,0.0003234665,0.0306502078,-0.1168870181,0.18473728
02:23:23:09.803,61,0.0611763,0.165733397,0.0866339281,0.0,0.0,0.1158090308,0.0,0.0608880743,0.1656932831,0.0509551316,0.0,0.0,0.1157905981,0.0,0.0312149115,0.0,0.0174448062,0.0847320184,0.1051806659,0.0518814996,0.0921316072,0.0040359204,0.0,0.1616149992,0.1771010607,0.0,0.0,0.0494587645,0.0510695204,0.1007713899,0.1047760695,0.0784469098,0.0355811827,0.111008279,0.0608378462,0.0809263438,0.0746412501,0.1651728749,0.1636221856,0.03287955,0.0338806212,0.314946115,0.3141005635,0.187385872,0.0,0.0,0.0299216881,0.1699819416,0.1695828289,0.1603928953,0.1665344536,0.0003197929,0.0305693429,-0.1168871894,0.1853264719
02:23:23:10.803,61,0.059883222,0.1655383408,0.086304687,0.0,0.0,0.115314886,0.0,0.0595973916,0.1654954404,0.0512535833,0.0,0.0,0.1152968109,0.0,0.0310840663,0.0,0.0174432229,0.0845375285,0.1053032726,0.0521079898,0.0921378881,0.0041183052,0.0,0.1614114046,0.1770640165,0.0,0.0,0.0490153097,0.0505827256,0.1009568647,0.1048937812,0.0780621469,0.0352066495,0.1107782125,0.0609086379,0.0805322453,0.0742986724,0.16478163,0.1631683558,0.0331632048,0.0341408551,0.311979413,0.3111176193,0.1873898506,0.0,0.0,0.0298397411,0.1705488563,0.1702032685,0.1603256464,0.1664362103,0.0003119767,0.0303329956,-0.1164973676,0.1860710979
02:23:23:11.803,61,0.0589588843,0.164844498,0.0857910439,0.0,0.0,0.1148406714,0.0,0.0586740784,0.1647968739,0.0517171398,0.0,0.0,0.114823021,0.0,0.0309870224,0.0,0.0174360108,0.0844167843,0.1054807678,0.0523612946,0.0920887217,0.0042087352,0.0,0.1613173038,0.1771370322,0.0,0.0,0.0486193709,0.0501486585,0.1012225822,0.1050910354,0.0776619464,0.0348611176,0.110482797,0.0609398894,0.0801044852,0.073927179,0.1645974964,0.1629141271,0.0334545448,0.0344124772,0.3059890568,0.3050985932,0.1874775141,0.0,0.0,0.0297419988,0.1710292995,0.1707352251,0.1601713449,0.1662527174,0.0003266252,0.0300787594,-0.1163928434,0.1867399216
02:23:23:12.803,61,0.0585095137,0.1643584371,0.0852655023,0.0,0.0,0.1144178212,0.0,0.0582239889,0.1643061936,0.0522018857,0.0,0.0,0.1144005582,0.0,0.0308887605,0.0,0.017447317,0.0842216611,0.1055613458,0.0526104793,0.0920284316,0.0043022335,0.0,0.1612244546,0.1771595329,0.0,0.0,0.0482113026,0.0497000776,0.1014668867,0.1052678078,0.0772755295,0.0344993472,0.1103048846,0.0610400997,0.0797149763,0.0735835955,0.1643100083,0.1625647098,0.0337671041,0.0347101614,0.3036639094,0.3027670383,0.1875816733,0.0,0.0,0.0296334513,0.1716125458,0.1713726372,0.1601178646,0.1661657244,0.0003350163,0.0301110204,-0.1165577844,0.1873007119
02:23:23:13.803,61,0.0580254607,0.1636836231,0.0845664814,0.0,0.0,0.1140012294,0.0,0.0577386394,0.1636252403,0.0528492294,0.0,0.0,0.113984324,0.0,0.0308421701,0.0,0.0174881145,0.0841835812,0.1057746932,0.0529054664,0.0919466615,0.0044187824,0.0,0.1612726003,0.1772543788,0.0,0.0,0.0478666127,0.0493174642,0.1017815322,0.1055296138,0.0768823251,0.0341892019,0.1100380272,0.061081849,0.0792961195,0.0732160732,0.1643306017,0.1625236422,0.0340926647,0.0350158289,0.2995480299,0.2986473739,0.1878009588,0.0,0.0,0.029523015,0.172252655,0.1720427126,0.1600414366,0.166007638,0.0003304982,0.0299496166,-0.1165695637,0.1878397912
02:23:23:14.804,61,0.0574899018,0.1637073308,0.0844232887,0.0,0.0,0.1135351285,0.0,0.0572019331,0.1636476219,0.0530170538,0.0,0.0,0.1135185733,0.0,0.0308051221,0.0,0.0175313912,0.0842351392,0.1060710475,0.0531816222,0.0919345543,0.0044986694,0.0,0.1613782495,0.1774543971,0.0,0.0,0.0475501977,0.0489612781,0.1020791978,0.1057706699,0.0765596628,0.0339150354,0.1097967327,0.0611165501,0.0789326131,0.0728930607,0.1644022614,0.1625640541,0.0343998373,0.0353103317,0.2977799177,0.2968777716,0.1880547106,0.0,0.0,0.0294164307,0.1729600281,0.172851339,0.1600999385,0.1660132855,0.0003359701,0.0296546388,-0.1167845353,0.1882644892
02:23:23:15.804,61,0.0568196997,0.1633467972,0.0837260857,0.0,0.0,0.1130579412,0.0,0.056530688,0.1632811874,0.0536828488,0.0,0.0,0.113041766,0.0,0.0307785384,0.0,0.017534852,0.0843074843,0.1063799933,0.0534737632,0.0920289829,0.0045519653,0.0,0.1613654792,0.1775798053,0.0,0.0,0.0472482219,0.0486251228,0.1023715213,0.1059999615,0.0763166323,0.0336752646,0.1095977649,0.0611394048,0.0786469579,0.0726528242,0.1643605977,0.1624884754,0.0346285105,0.0355272964,0.29506585,0.2941626608,0.1884260923,0.0,0.0,0.0293811671,0.1735305786,0.1734770238,0.160149008,0.1660353094,0.0003248252,0.029860232,-0.1169081852,0.1886309385
02:23:23:16.804,61,0.0563180782,0.1628781259,0.083338961,0.0,0.0,0.1125335842,0.0,0.056027431,0.162809059,0.0540470332,0.0,0.0,0.1125179157,0.0,0.0307458155,0.0,0.0175092183,0.0844123587,0.1066932976,0.0538348109,0.0921822488,0.004624276,0.0,0.1613183916,0.177670598,0.0,0.0,0.0469393395,0.0482844524,0.102675803,0.106243439,0.0759911463,0.0334299505,0.1093452796,0.061145816,0.0783166811,0.0723716617,0.1644085646,0.1624976546,0.034892682,0.0357823223,0.2893106043,0.2883963287,0.188796863,0.0,0.0,0.0293487255,0.1740805805,0.1740867198,0.1602150947,0.1660630852,0.0003511048,0.029606171,-0.1167733222,0.1889839768
02:23:23:17.804,61,0.0621352494,0.1541272253,0.0798067674,0.0,0.0,0.1168966591,0.0,0.0617607348,0.1540265828,0.0570521802,0.0,0.0,0.1168844402,0.0,0.030769797,0.0,0.0174730588,0.0845774561,0.1069850624,0.0543506593,0.0924006253,0.0046966104,0.0,0.1590307057,0.1752829701,0.0,0.0,0.0465901382,0.0478927605,0.1030047834,0.1065060869,0.0755780414,0.0332305618,0.1090582088,0.0611467957,0.0780381113,0.0721571371,0.1644038707,0.1623900682,0.0350765921,0.0359711163,0.2920616865,0.2911936641,0.1889384091,0.0,0.0,0.029209163,0.1748686433,0.1751906574,0.1597756594,0.1654421836,0.0003085752,0.0293929167,-0.116939567,0.1893081665
02:23:23:18.804,61,0.0632044822,0.1175553054,0.0685410053,0.0,0.0,0.1436442286,0.0,0.0628096983,0.1173768789,0.0660580695,0.0,0.0,0.1436350346,0.0,0.0309850648,0.0,0.0174816977,0.0850563347,0.1075423956,0.0555924736,0.0924717486,0.0048151868,0.0,0.1449390054,0.1596547216,0.0,0.0,0.0462563299,0.0475043245,0.1037412733,0.1071399972,0.0751794279,0.03314358,0.1082680449,0.0609077178,0.0775932744,0.0718253925,0.1644985676,0.1622962058,0.0350292623,0.0359328538,0.2919479907,0.2910952866,0.1902158111,0.0,0.0,0.029011393,0.1769056171,0.1771479696,0.148387298,0.1500848234,0.0002664113,0.029081611,-0.1154468432,0.1891782582
02:23:23:19.804,61,0.0400383882,0.1086355001,0.065114826,0.0,0.0,0.1475761533,0.0,0.0398276187,0.1084427685,0.0683704391,0.0,0.0,0.1475706995,0.0,0.0311946627,0.0,0.0173501261,0.0868851319,0.1086446717,0.0596272089,0.0925581455,0.0048756897,0.0,0.1272903383,0.1506326795,0.0,0.0,0.0458364636,0.0470816828,0.1096699163,0.1136541143,0.0726464018,0.0329892524,0.1013042852,0.0603626519,0.0716580823,0.0676299334,0.1705853343,0.1686901748,0.0350811221,0.0360426232,0.1981000006,0.1972397864,0.2168590277,0.0,0.0,0.0287830457,0.1760437638,0.1765448451,0.1313572079,0.1332433373,0.0002148372,0.0271835178,-0.112349771,0.1892627478
02:23:23:20.804,61,0.0152468765,0.1234584749,0.0613315031,0.0,0.0,0.1238566414,0.1481351256,0.0152905593,0.123248376,0.0705723017,0.0,0.0,0.1238577589,0.1481208652,0.0365655608,0.0,0.0149116078,0.1622812003,0.150879845,0.1379734427,0.0930846334,0.0043839919,0.0,0.0413805619,0.0912810415,0.0,0.0,0.0459950306,0.0473506711,0.1977268308,0.2048575431,0.0711810365,0.0331196189,0.0897089541,0.0565599576,0.0584253892,0.0558646396,0.230727464,0.2365243584,0.0348956175,0.0359973423,0.0,0.0,0.4375378788,0.1317704022,0.1324232519,0.0287661478,0.1712349504,0.1761587858,0.1058342978,0.112381123,0.0001179675,0.0237437375,-0.1063363478,0.190381065
02:23:23:21.805,61,0.0069410768,0.1658010483,0.0612972789,0.0,0.0,0.0944717228,0.3271095157,0.0070562982,0.1655869335,0.0694345608,0.0,0.0,0.0944744125,0.3270171881,0.0748897567,0.0,0.0143816518,0.2545775771,0.1615990996,0.2068395615,0.0933353677,0.0036020973,0.0,0.0,0.0160312746,0.0359064937,0.0,0.0478566885,0.050796479,0.2213548571,0.2294198722,0.0683072209,0.0333460644,0.0696925893,0.0513833202,0.0507534817,0.0488330089,0.3740649223,0.3890388906,0.0352014638,0.0368238091,0.0,0.0,0.6175928116,0.4056840539,0.405931145,0.0284919012,0.1419388056,0.1620898843,0.0950418934,0.1033341661,0.0002197812,0.0147952195,-0.0913648084,0.1918193251
02:23:23:22.805,61,0.0025926246,0.1845544279,0.0535576306,0.0,0.0,0.07965675,0.4562411606,0.0027388181,0.1842714995,0.0765403435,0.0,0.0,0.0796613246,0.4561114907,0.0885831118,0.0,0.014951298,0.3319154978,0.1544212401,0.2182286084,0.0891334563,0.0029745684,0.0,0.0003628447,0.0654430985,0.0,0.0,0.0535561964,0.0582967363,0.2338432223,0.2432682961,0.0663847774,0.0336235799,0.060243275,0.0474812537,0.0456306823,0.0438039824,0.4666157365,0.4867168665,0.0376545228,0.0407408886,0.0,0.0,0.6987355351,0.5512806773,0.5513526797,0.0279176608,0.1338235736,0.1578515321,0.0897539482,0.0985265523,0.000194679,0.0075308466,-0.0789619908,0.1918919235
02:23:23:23.805,61,0.0003545861,0.1975435019,0.0474326536,0.0,0.0,0.0720794275,0.5362837911,0.0005106214,0.1971915662,0.083149001,0.0,0.0,0.0720844418,0.5361388922,0.0954124779,0.0,0.0190217849,0.3582925797,0.1461340636,0.223912254,0.0875780657,0.0023252491,0.0,0.0136369141,0.0723371878,0.0,0.0,0.0555008203,0.0607615747,0.239966467,0.2503065169,0.0635386258,0.0337028354,0.0558051765,0.0456589311,0.0428401232,0.0409675986,0.4892222285,0.5148155093,0.0456900112,0.0497391298,0.0,0.0,0.710991919,0.5766149759,0.5766403079,0.0273211803,0.1307558268,0.1560170203,0.087113373,0.0960791335,0.0002030259,3.95803e-05,-0.0731461048,0.1883879006
02:23:23:24.805,61,0.0,0.1904575229,0.0494176112,0.0,0.0,0.0679476261,0.4828070104,0.0,0.1901271194,0.0815615281,0.0,0.0,0.0679524764,0.4827056825,0.0990982577,0.0,0.0233725701,0.3686642647,0.1332437694,0.2273840904,0.0853055343,0.0016507286,0.0,0.0552467816,0.0813736543,0.0,0.0,0.0565709844,0.0620645024,0.2429107726,0.2542716265,0.0608858503,0.0335357934,0.0532961898,0.044459261,0.0412939414,0.0393572971,0.457668066,0.4773313105,0.0608909205,0.065458037,0.0,0.0,0.6694446802,0.5160018802,0.5161396861,0.0266624745,0.1417091191,0.1585064828,0.0918382555,0.0965949669,0.0006465409,-0.0078002061,-0.0677070543,0.183710739
02:23:23:25.805,61,0.0,0.1843395978,0.0534044877,0.0,0.0,0.0652581826,0.3367031217,0.0,0.1840455532,0.0781741142,0.0,0.0,0.0652620718,0.3366869986,0.098514013,0.0,0.0395259149,0.3213448226,0.0981164128,0.2288982719,0.082842201,0.0009244413,0.0,0.0786343366,0.0927793235,0.0,0.0,0.0567351133,0.0622340627,0.2032641768,0.2370554954,0.0572301075,0.0326583385,0.0521776453,0.0441266857,0.0406247191,0.0385643728,0.4474077225,0.4639001489,0.1175411716,0.1238643825,0.0,0.0,0.5261229873,0.3300120533,0.3303768039,0.025977077,0.1678180099,0.1737553477,0.1204387322,0.1221657246,0.0006786406,-0.0140243899,-0.0628534704,0.1778547168
02:23:23:26.805,61,0.0047262497,0.1898810118,0.0539531223,0.0,0.0,0.0638202056,0.1782051027,0.0046489527,0.1895831376,0.078427203,0.0,0.0,0.063823387,0.1783651412,0.0871744752,0.0,0.0501715206,0.2618035376,0.0855108276,0.2299234569,0.0813946649,9.93866e-05,0.0,0.1148496568,0.1187581122,0.0,0.0,0.0544226989,0.0577792227,0.1788621992,0.1909870505,0.0533028468,0.0304426495,0.0524169281,0.0472720526,0.0405678414,0.0384181552,0.4321253896,0.4476233125,0.1581745446,0.1720530838,0.0,0.0,0.3788721561,0.0871786922,0.0875741541,0.025246948,0.2188040167,0.2271849364,0.1625434756,0.1733518243,0.0009151927,-0.0186793134,-0.0595395118,0.1694961637
02:23:23:27.805,61,0.0624328814,0.1955772042,0.0576412007,0.0,0.0,0.0630244315,0.0212470852,0.0623648353,0.1953091919,0.0750326961,0.0,0.0,0.063026838,0.0213678591,0.0839436948,0.0,0.0573393106,0.2531406581,0.0770982504,0.2300995886,0.0752194822,0.0,0.0014995909,0.13213332,0.1391390711,0.0,0.0,0.0528687425,0.0552833676,0.169752717,0.1784441322,0.0501947775,0.0284102391,0.0528540164,0.0508478284,0.040776711,0.0385518186,0.4290916622,0.4458787143,0.1818245351,0.198818028,0.0808995962,0.0805990547,0.2847455144,0.0,0.0,0.0238014888,0.2336124331,0.2420043349,0.1754806936,0.1882984787,0.00098199,-0.0239694118,-0.0564566851,0.1584243178
02:23:23:28.806,61,0.1083670482,0.1987219453,0.060485363,0.0,0.0,0.0628799051,0.0,0.1082967743,0.1984815598,0.0720024481,0.0,0.0,0.0628813058,0.0,0.0812002122,0.0,0.0622635372,0.2456949949,0.072021842,0.2302797288,0.0705712438,0.0,0.0033908037,0.139896825,0.1467397362,0.0,0.0,0.0510607883,0.0527510792,0.1643376201,0.1720224023,0.0479458235,0.0268623382,0.0540653355,0.0545592047,0.0412837304,0.0389673524,0.4266192615,0.4437529743,0.1923529953,0.2105253488,0.2243808955,0.2241415828,0.2648641467,0.0,0.0,0.0224882849,0.2417053431,0.2501877248,0.1820460409,0.1957973093,0.0007168843,-0.026929481,-0.0541414581,0.1454934031
02:23:23:29.806,61,0.1398314983,0.2061556578,0.0612603202,0.0,0.0,0.0631683543,0.0,0.1397950649,0.2059223056,0.0710195601,0.0,0.0,0.0631683692,0.0,0.0797673091,0.0,0.0663034469,0.240891546,0.0684048831,0.230312407,0.0650008768,0.0,0.0056616757,0.1438153088,0.1505862027,0.0,0.0,0.0491271988,0.0504091457,0.1615989506,0.1706039459,0.0460364819,0.0254745595,0.0549685545,0.0573136471,0.0417891666,0.039384257,0.4251880944,0.4426895082,0.1994226128,0.2175901532,0.3261188269,0.3258971572,0.3056598008,0.0,0.0,0.0213169679,0.2492644042,0.2579302788,0.1854856014,0.199621886,0.0008402029,-0.0314670578,-0.0536458939,0.1312463731
02:23:24:00.805,61,0.1525297761,0.2101049721,0.0608429722,0.0,0.0,0.0648751333,0.0,0.1524998248,0.2098674178,0.0712851435,0.0,0.0,0.0648683235,0.0,0.0789566934,0.0,0.0681766495,0.2382206172,0.0664340481,0.2291840911,0.0605203621,0.0,0.0084183328,0.1512173712,0.1578188986,0.0,0.0,0.0478520058,0.0490486473,0.1602800637,0.1717257053,0.0443475023,0.0244696494,0.0555743538,0.0587093607,0.042181462,0.0397083759,0.4246441722,0.4424937665,0.202827692,0.2211807519,0.3874728084,0.3872274756,0.3591647446,0.0,0.0,0.0204000492,0.2707135975,0.2811665237,0.1872249395,0.2015301883,0.0007544837,-0.0359568857,-0.0502413474,0.1163333803
02:23:24:01.806,61,0.1589951217,0.2201979607,0.0602700971,0.0,0.0,0.065762192,0.0,0.1589684784,0.21995157,0.0718681589,0.0,0.0,0.0657522529,0.0,0.0785712153,0.0,0.0694873631,0.2342691272,0.064942576,0.2188022286,0.0568144657,0.0,0.0098844655,0.159448579,0.1627302468,0.0,0.0,0.0468739495,0.0480066426,0.1596853286,0.1733595282,0.0428458415,0.0236353483,0.0559413321,0.0594901294,0.0424650833,0.039928861,0.4255515337,0.4441372752,0.2044687867,0.2228213102,0.4083718359,0.4081040323,0.3947528303,0.0,0.0,0.0195830259,0.2771040499,0.2878373265,0.1878671497,0.2021848261,0.0006643377,-0.0408016145,-0.046519462,0.0985308811
02:23:24:02.806,61,0.1619105786,0.2245277464,0.0581332967,0.0,0.0,0.0665691495,0.0,0.1618868858,0.224258095,0.0738254562,0.0,0.0,0.0665566996,0.0,0.0785296708,0.0,0.0703449175,0.2320147157,0.0637081042,0.2142746598,0.0548398271,0.0,0.0110690529,0.1624506861,0.1653742343,0.0,0.0,0.0460640006,0.0471762791,0.1596614122,0.1763730496,0.0417968631,0.0229107942,0.0562871844,0.060060814,0.0427065752,0.0401283689,0.4260227084,0.4447877705,0.2052492648,0.2235799134,0.4061732888,0.4059157372,0.408652246,0.0,0.0,0.0188581049,0.2799240947,0.2904301584,0.1878838837,0.2021829337,0.0004951834,-0.0456262007,-0.0412987433,0.0819792971
02:23:24:03.806,61,0.1581647694,0.2232716978,0.0570477657,0.0,0.0,0.0673247278,0.0,0.1581552774,0.2229914069,0.0748248398,0.0,0.0,0.067310065,0.0,0.0785259083,0.0,0.0709232017,0.2297754735,0.0626958162,0.2119421959,0.0535288304,0.0,0.0118607059,0.1637847424,0.166430667,0.0,0.0,0.0453331769,0.046422489,0.1605450362,0.1809085608,0.0409027711,0.0222505629,0.0565464459,0.0604050457,0.0428263806,0.0402236208,0.425884515,0.443707943,0.205358699,0.2234280705,0.3950994313,0.3948073685,0.4189324677,0.0,0.0,0.0182137992,0.2805728614,0.2898646891,0.1872866452,0.2006262988,0.000197712,-0.0511342362,-0.0363251343,0.0657944307
02:23:24:04.806,61,0.1567896903,0.2274558395,0.0526783541,0.0,0.0,0.0680574179,0.0,0.1567846239,0.2271280736,0.0788760781,0.0,0.0,0.0680411384,0.0,0.0787034035,0.0,0.0711903945,0.2282373607,0.061489746,0.2006697357,0.0524993315,0.0,0.0124381222,0.1684991568,0.1685676873,0.0,0.0,0.0447737388,0.0458592325,0.1616155952,0.1836514473,0.0400894694,0.0216920227,0.0566739477,0.0605172217,0.0429421291,0.0403234996,0.4262771904,0.4435639381,0.2035583556,0.2193823457,0.3888518512,0.3885734975,0.4274252951,0.0,0.0,0.0176324658,0.2731525302,0.2837070227,0.1851678789,0.1976363361,3.47418e-05,-0.0582203828,-0.0320301838,0.0513252728
02:23:24:05.807,61,0.1556769609,0.2312852144,0.0519956946,0.0,0.0,0.0687349364,0.0,0.1556738913,0.2309497297,0.079264611,0.0,0.0,0.0687165707,0.0,0.0788545609,0.0,0.0713278428,0.2238240689,0.0578508228,0.1946352571,0.0513494015,0.0,0.0130198011,0.174540028,0.1755658239,0.0,0.0,0.0442905948,0.045378197,0.1623881608,0.1850798875,0.0390837118,0.0211300496,0.0567396209,0.0606333129,0.0431301519,0.0405151099,0.4346136451,0.4479085505,0.2034044266,0.2186797112,0.3862845004,0.3860126138,0.4569734037,0.0,0.0,0.0171293914,0.2673254609,0.27922526,0.1841900498,0.1964244246,1.10997e-05,-0.0652743056,-0.0265709423,0.0373084471
02:23:24:06.807,61,0.1531852335,0.2394645065,0.0477230139,0.0,0.0,0.06922438,0.0,0.153183654,0.2390776277,0.0831598863,0.0,0.0,0.0692044124,0.0,0.0784936994,0.0,0.0715807602,0.2039487213,0.0549003147,0.1921336055,0.0505409464,0.0,0.0135271559,0.1791057885,0.1781263351,0.0,0.0,0.0437704697,0.0448459201,0.1628403962,0.1858962327,0.0380434953,0.0205528941,0.056829311,0.0607808419,0.0432774238,0.0406580083,0.435888052,0.448451668,0.2048145682,0.2195758522,0.3943940699,0.3941904902,0.4673111141,0.0,0.0,0.0167354159,0.2628723383,0.2749827802,0.1839158982,0.1960474849,1.95e-08,-0.0721706748,-0.022470912,0.0247148685
02:23:24:07.807,61,0.1521774828,0.2479683906,0.0392409936,0.0,0.0,0.0694248676,0.0,0.1521758437,0.2474773675,0.0912280455,0.0,0.0,0.0694040954,0.0,0.0759691596,0.0,0.0716093481,0.1938084215,0.052838739,0.1907145381,0.0500468388,0.0,0.0139966747,0.1839247793,0.1810863763,0.0,0.0,0.043258138,0.0443331897,0.1625640243,0.1855329126,0.0371863246,0.0200002305,0.0569138154,0.0608611293,0.0434238389,0.0407832488,0.4240001738,0.4394408166,0.2053411454,0.2198505849,0.4031632841,0.4029648006,0.471940279,0.0,0.0,0.0164404288,0.2461168617,0.2592639029,0.1836379021,0.1957299411,8.8e-09,-0.0775266141,-0.017116772,0.0123412395
02:23:24:08.807,61,0.151445806,0.251722157,0.0368522033,0.0,0.0,0.0694480836,0.0,0.1514441669,0.2512010932,0.0932841301,0.0,0.0,0.0694265813,0.0,0.0733867213,0.0,0.071599789,0.1835693121,0.0515816845,0.1897770315,0.0497700907,0.0,0.0145263402,0.1909125894,0.1872283518,0.0,0.0,0.0427976474,0.0438897796,0.1613503695,0.184399724,0.0364362411,0.0195204038,0.0569926351,0.0608546548,0.0436338559,0.0409561358,0.4172536433,0.433868438,0.2053120285,0.2196641564,0.4053095877,0.4051175117,0.4735434949,0.0,0.0,0.0162566137,0.2359515876,0.2484863847,0.1834001094,0.1954716444,7.7e-09,-0.0819777176,-0.0136621781,0.0017377973
02:23:24:09.807,61,0.150877133,0.2549257278,0.0347257778,0.0,0.0,0.0691939816,0.0,0.150875181,0.254376173,0.0952573419,0.0,0.0,0.0691716373,0.0,0.0712821633,0.0,0.0716528744,0.1778807342,0.0506553166,0.1890652627,0.0496046692,0.0,0.0150387874,0.1958291829,0.1912600845,0.0,0.0,0.0423734002,0.0434793383,0.1598892212,0.1831671447,0.0357498527,0.0190921538,0.0570392124,0.0607575178,0.0438442379,0.0411224589,0.4093730152,0.4256612659,0.2048423737,0.2188201845,0.3965964019,0.3963916004,0.4742950499,0.0,0.0,0.0161354002,0.2296530604,0.2410740107,0.1830402315,0.1950900555,6.5e-09,-0.0859160498,-0.0114702927,-0.0076115001
